,comment
103,اقسم بالله اسوء تجربه اكل للبنيآدمين عموما شفت ازاي ؟! ده ينفع فرع محترم للحمير والبهايم مش للناس خالص ......انا للأسف مش معايا صوره لاوردر امبارح ولا ليا ف مصلحه ف الكلمتين دول ... الاكل دفعت في فلوس وجبتو عشان اخدوا ارميه ف الزباله ....
104,Bread wasn’t fresh (the hotdog one)
105,"I only received the dessert!! And i was advised to call restaurant to follow up, and restaurant advised to talk to menus cuz its made from app!! And final resolution is to make new order and wait another order time … meanwhile fuck the customer who w..."
106,"The order took more than expected to be delivered and once received, the food was cold and bad."
107,بجد الاكل اتاخر ساعتين و كان بارد و البطاطس مش مستويه و السندويش بجد مفيش اي حاجه حلوه اوحش برجر طلبته في حياتي و كلمت خدمه العملاء قاله حد هيتواصل معايا علشان يرجع الاوردر و مفيش اي حاجه اترماه زي مهو في الزباله
108,Worst experience i had. Order was wrong and late and cold. Will never order from mince again.
109,Taste was not good and burger was burnt
110,"recieved the order very cold, sandwich is small, expensive meal wont ever order again"
111,الاكل كويس بس سعره غالي نزلو الاسعار علشان الدنيا صعبة
112,took 2 hours and came cold
113,الاكل مكنش سخن و البطاطس وحشة
114,اسوء برجر اكلتو في حياتي اللحمه كاد تكون متعفنه والبطاطس متلجه اخر مره اطلب من المطعم الردئ ده
115,Food was cold (not even warm)
116,The food was cold and not good at all
117,cold and delayed. bas experience. it seems all the recent reviews are the same
118,cold
119,The order arrived more than 50 minutes late and no one had the courtesy to call to inform me it's gonna be late or to explain why?..not recommend Mince at all!!
120,البطاطس كانت سيئة جدا بس السندوتشات حلوة
121,الاوردر موصلش اصلا
122,Really bad meat. Frozen old patties. Overpriced and gross
123,"Wrong order, I gave the delivery guy the order back. He stayed with me for a long until the support team gets back to him but no one contacted him, so he had to leave and I had to cancel the whole order and not to wait for the right order anymore."
124,الامل طعمه وحش اوي. الفراخ مش مستويه والهوت دوك مهري وطعمه وحش.
125,Raw uncooked hotdog !!!!
126,الطلب وصل متاخر و لا حد اتصل يقول انه هيتاخر و السبب
127,I will never order again from this place!!!
128,Cold food. Wrong item.
129,الطلب ناقص ١ بطاطس والبطاطس اللي جت بارده وقديمة و السندوتش مش ساده زي ما طلبت
