,comment
313,باعتين بيبسي مكان جهينه
314,they didn’t deliver the juice
315,Order is missing
316,الكمية قليلة وداوود باشا ليست جيدة
317,ي
318,جميل جدااا
319,لذيذ
320,الطعم عادي جدا والكمية مقابل السعر غير عادلة 😔
321,اتأخر الاوردر للاسف غير كدا كله تمام
322,Excellent Cheese Burgers and Cheese Cake!!! 🌟🌟🌟🌟🌟
323,Very small portion
324,المكرونة بالكبدة سيئة للغاية ومفيش صلصلة يعتبر عالمكرونة وكانت ناشفة جدا
325,الاكل كان بارد و كأنه بايت
326,لأكل كان معفن و ريحته طلعه ولما اتواصل معاهم مرجعوش الفلوس
327,the order was a little bit late.
328,المكرونة كانت ماسكة فى بعض جامد
329,اسوء مكرونه اكلتها معجنه وناشفه ومفهاش فراخ خالص مع ان انا مزوده وايت صوص بجد حرام الفلوس اللي ادفعت
330,The cheese was rotted
331,المكرونة مش مستوية و وش المكرونة جاي لي محروق المكرونة عك
332,I ordered soggo2 as extra but it didn't arrive with the main order and I still paid for it
333,لو في صفر كنت حطيته! جالي لتر عصير جهينة تفاح العلبة بتاعته مطبقة ومفتوحة والعصير بايظ! المكرونة نوع رخيص جدا ومعجنة الوايت صوص عبارة عن مياه ودقيق ولا في لبن ولا زبدة ولا وايت صوص اصلا الفراخ عينات محدش يطلب!
334,اسواء تجربه فالدنيااااااااا 🤮🤮🤮🤮🤮🤮🤮🤮
335,"Very bad experience It was the first time to try Pastaweesy, and I came across rating but it was the worst Pasta I have ever eaten Will not order from them again But delivery was so fast"
336,المفروض ان تمن الاوردر ٣٤٩ الدليفرى طلب منى ٣٥٥ ممكن افهم سبب الزياده دى ايه
337,الأكل وصل بعد ساعتين و نص ، بارد و ملوش طعم ، حتي بالنسبة لانه بارد كان وحش جدا تجربة سيئة جدا
338,مؤخرا اي مكرونة صوص احمر بتبقى حرفيا حمضانة. طلبت بعد مدة طويلة وبعد نفس الacidic taste حاجة تقلب البطن ياريت تاخدوا بالكم من ان الجودة في النازل
339,I requested a plat to be a spicy even though what I got was no spicy in Also all microns were bad and not cooked well I requested Pepsi and they provided 7up It was a bad experience and won’t think to order again from here
340,سائق محترم
341,قعدت ساعتين ونصف عشان الاوردر يوصل جيه بارد جدا وغير المطلوب ده غير الكميه والمكرونة كان طعمها بجد من اسوأ المرات اللي جيبت فيها مكرنه والجمبري مكنش موجود تقريبا كله مكرونه وحشه
342,I said no veggies but my food had veggies
343,طلبت مخلل ومجاش وطلب عصير جهينة ودفعت فلوس وجبلي بيبسي بدل العصير
344,المكرونة بالكفتة.. بايتة و طعمها سيء للغاية للأسف اما المكرونة بالفراخ ف كانت بايظة و رميتها بحالها انا مصدومة و موش مسامحة فب الفلوس ال دفعتها و عمري ما هطلوب منكو تاني لعدم امانتكم...
345,الاكل كان فيه شعر !!
346,Food’s taste was really bad.
347,portion was smaller than expected but it tasted good
348,"the pasta tastes like metal, and the chicken is disgusting. horrible experience"
349,ازاي أوردر پاستا يجيلي من غير شوكة حتى؟؟
350,الاكل سئ للغايه ، حسبنا الله ونعم الوكيل
351,مطعم غير جيد بالمرة جودة الأكل سيئة والكميات ومحتواياتها قليلة ورديئة، لا انصح به بالمرة
352,very good
353,١ طعم الاكل اقل من العادى ٢ مكرونة داود باشا بالصوص الاحمر طعمها سئ
354,الاوردر موصلش!!!!!!
355,الاوردر غير الاوردر خالص
356,Three peaces chicken in curry pasta !! Totally ridiculous. Packing not supporting.
357,Pasta wasn’t very good
358,الطعم سيء جدا
359,"Very bad taste , i not recommend"
360,الاكل وصل بارد
361,I always order from you but this time is going to be the last Chicken is burnt and taste is horrible
362,المطعم والطعام زى الفل انصحكم بالتجربة ♥️باستاويسي
363,الحجم صغير جدااا والسعر غالي والأكل مش احسن حاجه👎
364,الاوردر كنت طالباه سبايسي ومحاسبه على الزياده وجهه عادي
365,كمية الفراخ قليلة جدا
366,Perfect order and driver
367,Too much sauce
368,داوود باشا المكرونة والصلصة ملهمش طعم والكفتة مش حلوة أبدا بعتذر بس كان متوقع جودة أحسن من كدا بكتير
369,الطيار فضل واقف تحت البيت ماسك الاوردر ف ايده تلت ساعه بيتكلم ف التلفون والاكل علي ماطلعلي كان بارد وكمان الاكل كان طعمه مش احسن حاجه خالص
370,الدجاج قليل جدا جدا جدا جدا ! ايه يعني تحطو خمس حبات دجاج !!!!!!!!!!! اسوء مره بطلب شو النصب هاد !؟
371,"EVERY FUCKING TIME YOUR HORRIBLE APPLICATION AND UR HORRIBLE DRIVERS, IM NOT USING THUS STUPID APP AGAIN"
372,the salad and the sauce were tasty but the only bad thing was the bread. it was white and not roasted and the sauce was watery so as soon as I put the sauce it absorbed the sauce and became goowy and mushed. they need to change the bread pieces.
373,They ignored my special request. طلبتها من غير سجق جاتلي غرقانة سجق 🤮🤮
374,pasta was cold and the sauce was too thick
375,"toppings needs to be a bit more, not only 3 or 5 pieces at most"
376,المكرونه مفيهاش غير قطعتين دجاج بالعدد و مليانه بصل كتير اوي طالبه حجم عادي و لارج الاتنين جم نفس الحجم طالبه سفن جالي كولا
377,"Horrible, they put like 3 shrimps only for the pasta and flavorless sauce and uncooked pasta"
378,The food came very cold
379,اكل بارد وناقص صوص وجمبرى قليل اوى مقابل السعر
380,Am trying to reach customer support with no luck! I receive fries with lots of pepper and it’s not the same like the ones we used to order or the one in the picture!!!! Am not gonna eat those 🍟
