,comment
240,اطيب طعم وافضل اختيار موفقين بتمنى الفرع الجديد يكون ب مدينتي 😋🍫
241,الطعم تحفه والرول كنافه رائع شكرا شكوجيل ❤️❤️🌹
242,الكنافة من عندهم خيالية تسلم ايديكم مافيش احلا من شوكوجيل 😍😍
243,كل حاجة تحفة بجد و الكنافة خطييييرة و دايما الحاجة فريش❤️❤️❤️
244,Very late arrival
245,جالي بالشكل ده بعد ساعتين من الطلب وديه كانت اول واخر تجربة
246,excellent
247,بصراحة الاوردر صغير على سعره ومكتوب 3 صوصات مع الاوردر جالى 2 فقط وقليلين جدا
248,حلو اوي 😍
249,☹️☹️☹️
250,The cup was upside down Ice cream melted Molten cake taste was not good
251,Very rich. The waffle and the crepe taste great
252,"Awesome , loved pancake was very tasty and delightful"
253,طعم يجنن ماشالله .. اتمنى تتواجدو في مدينتي
254,I didn't receive it and you already debited the amount
255,I don’t not even receive my order
256,Best desserts in egypt
257,كل حاجة كويسه الا الوقت وبالنسبلهم التاخير عادي سواء الابكليشن او المطعم يعني الاوردر عقبال ما وصلي اخد ساعتين
258,الوافل و البان كيك جميل كالعاده بس عصير المانجو مش فريش عصير معلب
259,الكميه غير كافيه
260,Expensive
261,ORDER DIDN'T ARRIVE AT ALL
262,أكثر من روعة والمكان بجد تحفة 🤩🤩🤩🤩🤩
263,جميل جدا وخصوصاً الشوكوجيل رول مليان كريمة وبروني وفواكه
264,they sent my waffles instead of mini pancakes .
265,جميلة لكن الفراولة كتنت قليلة
266,حاجة ولا اروع من كدا ولمعاملة جميلة جدا تسلم ايديكم
267,طلبنا بوكس من عندهم طعموو يجنن وفي حاجاتك كتيره ونوتيلااا كتييير بجد تحففه ❤❤❤
268,طعم وكوالتي رائع والكريب شيكوجيل تحفه ❤️❤️🌹
269,I made sure with them and wrote a note not to put wiped cream and still they put though
270,ال كريب كان جميل و غرقان شوكولاتة و مليان من جوة كريمة و براونيز بس الشوكولاتة كانت مسكرة بزيادة
271,not hot
272,"Quality vs price, not worth it. Also, received an hour and thirty minutes from request time. As well as, customer support wasn't able to offer anything but pointless excuses."
273,بجد حلووووو قوووووي الطعم والحاجه جايه طازج وسخانه تسلم ايدك
274,فريش و مظبوط 👍🏻 غالي شويه بس كل حاجه غاليه دلوقتي
275,الحجم غير الصورة والحشو غير الي مكتوب
276,انا ما بعملش ريفير خالص و لا وحش و لا حلو لكن الصراحة كواليتي باكينج و مولتن كيك و فتوتشيني شوكلت رهيبة و بجد السعر و لا حاجة مقارنة بالكواليتي اتمني تستمروا بنفس السعر و الكواليتي 👍👍
277,"The waffles, the puffs themselves were great but they put very little sauce, sooooo little that I needed to add from my own jars"
278,البيه متصل يسألنى هو انا لازم اطلع مفيش حد ينزلى؟؟
279,مبرووك فرع الدقي .. شوكو الافضل دائما 🌹🌹
280,i made an order and waited for two and half hours and it didn't arrive And the restaurant was lying because everytime i called them they apologise and tell me that the order is on the way and it wasn't (Liars) and the menus support kept handling me
281,the food is good the delivery man is horrible agressive and not polite at all
